tconst,titleType,title,year,runtimeMinutes,genres,averageRating,actors,directors,combined_features
tt1744574,movie,A Light in the Dark: The Art & Life of Frank Mason,2011,91.0,"['Biography', 'Documentary', 'History']",9.6,"['Alexander Eliot', 'Frank Herbert Mason']",['Sonny Quinn'],A Light in the Dark: The Art & Life of Frank Mason Biography Documentary History Sonny Quinn Alexander Eliot Frank Herbert Mason
tt1742152,movie,Scott Camil Will Not Die,2011,84.0,"['Documentary', 'History']",9.6,[],['Georg Koszulinski'],Scott Camil Will Not Die Documentary History Georg Koszulinski 
tt4866704,movie,Wheels of War,2015,57.0,"['Documentary', 'War']",9.6,[],['Rami Kodeih'],Wheels of War Documentary War Rami Kodeih 
tt1946452,movie,The Mask of Sanity,2012,,['Thriller'],9.6,"['Sam Elwin', 'Jordan Greenhough', 'Paul Barrand', 'Steven Herrington', 'Alex Mandel-Dallal']","['Govind Chandran', 'Luke Osbond']",The Mask of Sanity Thriller Govind Chandran Luke Osbond Sam Elwin Jordan Greenhough Paul Barrand Steven Herrington Alex Mandel-Dallal
tt0834932,movie,A Most Particularly Peculiar Bank Heist,2005,58.0,['Comedy'],9.6,[],['Ms. Divine'],A Most Particularly Peculiar Bank Heist Comedy Ms. Divine 
tt19781856,movie,Winona: A Copper Country Ghost Town,2015,56.0,['Documentary'],9.6,"['Toivo Katajamaki', 'Wilbert Leppanen', 'Sherwood Maki', 'Ron Saari']",['Michael Loukinen'],Winona: A Copper Country Ghost Town Documentary Michael Loukinen Toivo Katajamaki Wilbert Leppanen Sherwood Maki Ron Saari
tt4157822,movie,Land of Songs,2015,60.0,"['Documentary', 'History', 'Music']",9.6,[],['Aldona Watts'],Land of Songs Documentary History Music Aldona Watts 
tt5049258,movie,My Journey: Mencari Mata Air,2016,95.0,['Adventure'],9.6,"['Christopher V. Warren', 'Egy Fedly', 'Godfred Orindeod']",['Joko Nugroho'],My Journey: Mencari Mata Air Adventure Joko Nugroho Christopher V. Warren Egy Fedly Godfred Orindeod
tt10833152,movie,Wolf: Homeless in Native America,2006,,['Documentary'],9.6,[],['Thomas Dunn'],Wolf: Homeless in Native America Documentary Thomas Dunn 
tt2077755,movie,Gvinis Akvani,2013,62.0,"['Documentary', 'Family', 'History']",9.6,['Vakhtang Bezarashvili'],['Merab Kokochashvili'],Gvinis Akvani Documentary Family History Merab Kokochashvili Vakhtang Bezarashvili
tt2083935,movie,Basically Frightened: The Musical Madness of Colonel Bruce Hampton,2012,89.0,"['Biography', 'Documentary', 'Drama']",9.6,[],"['Tom Lawson', 'Michael Koepenick']",Basically Frightened: The Musical Madness of Colonel Bruce Hampton Biography Documentary Drama Tom Lawson Michael Koepenick 
tt4080928,movie,We are the Champions- 40 Jahre Queen,2013,210.0,['Documentary'],9.6,[],['Stefan Rühberg'],We are the Champions- 40 Jahre Queen Documentary Stefan Rühberg 
tt5122948,movie,S.A.D Sitting and Drinking,2016,,"['Comedy', 'Drama', 'Mystery']",9.6,"['Renzo Ambrosini', 'Nick Barnes', 'Sucheep Bhusry', 'Davor Bogdanovic', 'Eddie J. Briton', 'Al Caudullo', 'Jack Chawla', 'Tony Karlsson', 'Vichuda Keetanitinun']",['James With'],S.A.D Sitting and Drinking Comedy Drama Mystery James With Renzo Ambrosini Nick Barnes Sucheep Bhusry Davor Bogdanovic Eddie J. Briton Al Caudullo Jack Chawla Tony Karlsson Vichuda Keetanitinun
tt0276876,movie,Against Reason and by Force,1974,50.0,['Documentary'],9.6,[],['Carlos Ortiz Tejeda'],Against Reason and by Force Documentary Carlos Ortiz Tejeda 
tt0117319,movie,Pepper's Pow Wow,1996,56.0,['Documentary'],9.6,[],['Sandra Osawa'],Pepper's Pow Wow Documentary Sandra Osawa 
tt2104073,movie,Parto,2011,82.0,['Drama'],9.6,[],['António Borges Correia'],Parto Drama António Borges Correia 
tt2127254,movie,America's Core,2008,120.0,['Documentary'],9.6,[],['Michael D. Gough'],America's Core Documentary Michael D. Gough 
tt11274902,movie,Sjecas li se Sarajeva?,2002,51.0,['Documentary'],9.6,[],"['Sead Kresevljakovic', 'Nihad Kresevljakovic']",Sjecas li se Sarajeva? Documentary Sead Kresevljakovic Nihad Kresevljakovic 
tt4009466,movie,Of Sound Mind,2015,90.0,"['Romance', 'Thriller']",9.6,"['Eduardo Alcivar Gonzalez', 'Rob Barriales', 'Naci Baybura', 'Adam Bessa', 'Mustafa M. Bhuiya', 'Francesann Buquicchio', 'Victoria Casella', 'Tudor Chiriac', 'Antoniette Costa']",['Simon G. Mueller'],Of Sound Mind Romance Thriller Simon G. Mueller Eduardo Alcivar Gonzalez Rob Barriales Naci Baybura Adam Bessa Mustafa M. Bhuiya Francesann Buquicchio Victoria Casella Tudor Chiriac Antoniette Costa
tt5369162,movie,Mount Hopeless,2016,90.0,"['Comedy', 'Drama', 'Romance']",9.6,"['Key Tawn Toothman', 'Jesse Bailey', 'Naythan Smith', 'Shane Wallace']",['Shane Wallace'],Mount Hopeless Comedy Drama Romance Shane Wallace Key Tawn Toothman Jesse Bailey Naythan Smith Shane Wallace
tt4599430,movie,Drawing the Tiger,2015,96.0,"['Documentary', 'Drama']",9.6,[],"['Amy Benson', 'Scott Squire']",Drawing the Tiger Documentary Drama Amy Benson Scott Squire 
tt6470838,movie,EJK (Extra Judicial Killing),2016,99.0,['Drama'],9.6,[],['Roland Sanchez'],EJK (Extra Judicial Killing) Drama Roland Sanchez 
tt6616146,movie,Zavestanje,2016,88.0,['Documentary'],9.6,[],['Ivan Jovic'],Zavestanje Documentary Ivan Jovic 
tt13150086,movie,Kocsis intim megvilágításban,2016,,['Documentary'],9.6,['András Surányi'],[],Kocsis intim megvilágításban Documentary  András Surányi
tt29341882,movie,Strawberry Melancholy,2007,112.0,['Comedy'],9.6,"['Kerem Bürsin', 'Kyle F. Andrews', 'Dave Fink']",['Cameron Beyl'],Strawberry Melancholy Comedy Cameron Beyl Kerem Bürsin Kyle F. Andrews Dave Fink
tt2659532,movie,Amal,2011,88.0,['Drama'],9.6,[],['Nujoom Alghanem'],Amal Drama Nujoom Alghanem 
tt0427008,movie,The Boles Murders,2004,88.0,['Documentary'],9.6,"['Christopher Bollinger', 'Cameron Booth', 'Jason Booth', 'Christopher Daub', 'Viir Exeter', 'Greg Izay', 'G.A. Porter', 'Harold Sponsler', 'Loren Starr']",['Davey Porter'],The Boles Murders Documentary Davey Porter Christopher Bollinger Cameron Booth Jason Booth Christopher Daub Viir Exeter Greg Izay G.A. Porter Harold Sponsler Loren Starr
tt3065682,movie,The Honour,2013,90.0,"['Crime', 'Drama', 'Romance']",9.6,"['Dan Sheynin', 'Eric Holte', 'Ken Brotis', 'Ryan Gabriel', 'Joseph McGovern', 'Brent Salvadori']",['Tony Picciotti'],The Honour Crime Drama Romance Tony Picciotti Dan Sheynin Eric Holte Ken Brotis Ryan Gabriel Joseph McGovern Brent Salvadori
tt2949384,movie,The New Village,2013,104.0,"['Drama', 'History']",9.6,"['Valentine Cawley', 'Jeff Chin', 'Sam Chong', 'Bernard Hiew', 'Khor Ewe Pin', 'Kevin Soo']",['Kew Lit'],The New Village Drama History Kew Lit Valentine Cawley Jeff Chin Sam Chong Bernard Hiew Khor Ewe Pin Kevin Soo
tt2827856,movie,Daisy's,2013,105.0,['Drama'],9.6,"['Jim Parrack', 'Billy Joe Shaver', 'Gage Briney', 'Brian Lally']",['Ciera Danielle'],Daisy's Drama Ciera Danielle Jim Parrack Billy Joe Shaver Gage Briney Brian Lally
tt3369738,movie,Stateless,2014,86.0,"['Documentary', 'History']",9.6,[],['Michael Drob'],Stateless Documentary History Michael Drob 
tt1430147,movie,Vamos Subir Leão!,2009,89.0,['Documentary'],9.6,[],"['Marcos Bittencourt', 'Diogo Kleinubing', 'Nilo Sérgio Santiago']",Vamos Subir Leão! Documentary Marcos Bittencourt Diogo Kleinubing Nilo Sérgio Santiago 
tt5850670,movie,À l'abattoir,2015,52.0,['Documentary'],9.6,[],['Philippe Radault'],À l'abattoir Documentary Philippe Radault 
tt6098788,movie,Pop Lock 'n Roll,2016,88.0,"['Drama', 'Music', 'Romance']",9.6,[],['Jonathan Hofmeyr'],Pop Lock 'n Roll Drama Music Romance Jonathan Hofmeyr 
tt1297821,movie,ID inComplete: One Man's Quest for His True Identity,2009,87.0,['Documentary'],9.6,[],"['Norbert Alexiou', 'Stefan Starina']",ID inComplete: One Man's Quest for His True Identity Documentary Norbert Alexiou Stefan Starina 
tt0187784,movie,Chronique paysanne en Gruyère,1991,100.0,['Documentary'],9.6,[],['Jacqueline Veuve'],Chronique paysanne en Gruyère Documentary Jacqueline Veuve 
tt2909296,movie,Democracy: Year Zero,2013,113.0,['Documentary'],9.6,[],['Christophe Cotteret'],Democracy: Year Zero Documentary Christophe Cotteret 
tt0305275,movie,Battleship Texas: The Lone Star Ship,2001,46.0,"['Documentary', 'War']",9.6,[],['Tim Holland'],Battleship Texas: The Lone Star Ship Documentary War Tim Holland 
tt3525174,movie,Messaggio per il secolo,2013,52.0,['Documentary'],9.6,[],['Mauro Caputo'],Messaggio per il secolo Documentary Mauro Caputo 
tt9686178,movie,The Best Years Ever,1994,76.0,['Documentary'],9.6,[],['Zlatko Topcic'],The Best Years Ever Documentary Zlatko Topcic 
tt1419921,movie,Flying Over Everest,2004,60.0,['Adventure'],9.6,[],['Fabio Toncelli'],Flying Over Everest Adventure Fabio Toncelli 
tt2738430,movie,Getting Even,2014,120.0,['Romance'],9.6,"['Stevie Baggs Jr.', 'Scott Allen Bell', 'Robert Christopher Riley', 'Brian White']",['Beverly Orozco'],Getting Even Romance Beverly Orozco Stevie Baggs Jr. Scott Allen Bell Robert Christopher Riley Brian White
tt3090950,movie,The Phantom of the Opera: Unmasking the Masterpiece,2013,105.0,['Documentary'],9.6,"['James Bama', 'Jason Barnett', 'Michael F. Blake', 'Ron Chaney', 'Steve Haberman', 'Mike Hill', 'Hugh Panaro', 'Daniel Roebuck']",['Cortlandt Hull'],The Phantom of the Opera: Unmasking the Masterpiece Documentary Cortlandt Hull James Bama Jason Barnett Michael F. Blake Ron Chaney Steve Haberman Mike Hill Hugh Panaro Daniel Roebuck
tt9673398,movie,"I Respond to You, God",1996,78.0,['Documentary'],9.6,[],['Zlatko Topcic'],"I Respond to You, God Documentary Zlatko Topcic "
tt1276377,movie,Average Community,2009,86.0,['Documentary'],9.5,[],['Fred Zara'],Average Community Documentary Fred Zara 
tt5671368,movie,Children of Peace,2016,52.0,['Documentary'],9.5,[],['Emir Kapetanovic'],Children of Peace Documentary Emir Kapetanovic 
tt1311070,movie,Journey Into Tibet,2008,120.0,['Documentary'],9.5,['Robert Thurman'],['Richard Martini'],Journey Into Tibet Documentary Richard Martini Robert Thurman
tt5707044,movie,Arani,2016,111.0,['Drama'],9.5,['Pradeep Mekkara'],['Raa Prasad'],Arani Drama Raa Prasad Pradeep Mekkara
tt13998258,movie,"Mindless Self Indulgence: Our Pain, Your Gain",2007,,['Music'],9.5,"['Steve Montano', 'Lindsey Ann Way']",[],"Mindless Self Indulgence: Our Pain, Your Gain Music  Steve Montano Lindsey Ann Way"
tt3990282,movie,Wild and Woolly: An Elephant and His Sheep,2011,52.0,['Documentary'],9.5,[],['Hayley Cocks'],Wild and Woolly: An Elephant and His Sheep Documentary Hayley Cocks 
tt1886756,movie,Welcome to Wonderland,2006,65.0,['Documentary'],9.5,[],['James Short'],Welcome to Wonderland Documentary James Short 
tt5151722,movie,Recapture,2016,88.0,['Thriller'],9.5,"['Danny Barclay', 'Hunter Davis', 'William Le Caron', 'Alexandre Nicholas']",['Virat Pal'],Recapture Thriller Virat Pal Danny Barclay Hunter Davis William Le Caron Alexandre Nicholas
tt5152888,movie,The Screaming Sky,2015,60.0,['Documentary'],9.5,"['Dennis Potvin', 'Jeffrey Swerdan', 'Matt Woodbury']",['Matt Woodbury'],The Screaming Sky Documentary Matt Woodbury Dennis Potvin Jeffrey Swerdan Matt Woodbury
tt1570358,movie,Identity of the Soul,2009,60.0,['Drama'],9.5,[],['Thomas Høegh'],Identity of the Soul Drama Thomas Høegh 
tt4048636,movie,City Full of Angels,2015,80.0,"['Crime', 'Drama', 'Thriller']",9.5,"['Attila Korosi', 'Rick Mancia', 'Ishaan Bahri', 'Greg Duncan', 'Adam Swain Ferguson', 'David Hill', 'Metz Izzet', 'Sherard Jackson', 'Tony Jeffries']",['Attila Korosi'],City Full of Angels Crime Drama Thriller Attila Korosi Attila Korosi Rick Mancia Ishaan Bahri Greg Duncan Adam Swain Ferguson David Hill Metz Izzet Sherard Jackson Tony Jeffries
tt0361920,movie,A Monk's Voice,2003,,['Documentary'],9.5,['Salden Kunga'],['Nathalie Ducharme'],A Monk's Voice Documentary Nathalie Ducharme Salden Kunga
tt4079630,movie,Brian on the Boulevard: The Story of a Hollywood Hustler,2006,90.0,['Documentary'],9.5,['Mark Borkowski'],['Thomas Dunn'],Brian on the Boulevard: The Story of a Hollywood Hustler Documentary Thomas Dunn Mark Borkowski
tt13640498,movie,XXX-Mas Fun!,2012,,['Adult'],9.5,"['Karlo Karrera', 'Ralph Long', 'Mark Wood']",[],XXX-Mas Fun! Adult  Karlo Karrera Ralph Long Mark Wood
tt0762086,movie,Crazy Again,2006,85.0,"['Biography', 'Documentary', 'Music']",9.5,[],['Zalman King'],Crazy Again Biography Documentary Music Zalman King 
tt0810803,movie,Closure,2007,94.0,['Drama'],9.5,"['Shawn Vena', 'Brendan Bradley', 'Bill Vila', 'Joseph C. Yeargain', 'Paul Krasner', 'Francesco Robert Ward', 'John Andrew Ward', 'John Rodriguez']",['Douglas Downing III'],Closure Drama Douglas Downing III Shawn Vena Brendan Bradley Bill Vila Joseph C. Yeargain Paul Krasner Francesco Robert Ward John Andrew Ward John Rodriguez
tt2023634,movie,"Once Dumb, Twice Crazy, Third Time Wise: A Tale of Buddhist Pilgrimage",2011,94.0,"['Documentary', 'History']",9.5,,,"Once Dumb, Twice Crazy, Third Time Wise: A Tale of Buddhist Pilgrimage Documentary History  "
tt2017703,movie,Curiosity Killed the Cat,2012,85.0,"['Comedy', 'Drama', 'Romance']",9.5,"['Keith Collins', 'Steve Wolf', 'Greg Jackson']",['A.J. Mattioli'],Curiosity Killed the Cat Comedy Drama Romance A.J. Mattioli Keith Collins Steve Wolf Greg Jackson
tt2763442,movie,Mahout: The Great Elephant Walk,2014,88.0,"['Adventure', 'Biography', 'Documentary']",9.5,['Stephen Fry'],"['James Dartnall', 'Jack Wylson']",Mahout: The Great Elephant Walk Adventure Biography Documentary James Dartnall Jack Wylson Stephen Fry
tt7658284,movie,Walapatala,2008,,"['Crime', 'Drama', 'Thriller']",9.5,"['Gamini Haththotuwegama', 'Jayalath Manoratne', 'Saumya Liyanage', 'Lal Kularathne', 'Palitha Silva', 'Kumara Thirimadura', 'Somasiri Alakolange']",['Vijitha Gunarathna'],Walapatala Crime Drama Thriller Vijitha Gunarathna Gamini Haththotuwegama Jayalath Manoratne Saumya Liyanage Lal Kularathne Palitha Silva Kumara Thirimadura Somasiri Alakolange
tt1376165,movie,The Child King,2007,88.0,['Family'],9.5,"['Peter Johnson', 'Will Kellem', 'Paul Blumenfeld', 'Patrick English', 'Lenny Clarke', 'Paul DiMilla', 'Mark Hetherington', 'Adam LaFramboise']",['Frank Kerr'],The Child King Family Frank Kerr Peter Johnson Will Kellem Paul Blumenfeld Patrick English Lenny Clarke Paul DiMilla Mark Hetherington Adam LaFramboise
tt5051912,movie,Long Road Home,2006,55.0,"['Documentary', 'Drama']",9.5,[],['Bruce Spiegel'],Long Road Home Documentary Drama Bruce Spiegel 
tt2072237,movie,Spin,2011,,[],9.5,"['Danny Rawley', 'Mark William Myers']",['Amy Lyn Howell'],Spin  Amy Lyn Howell Danny Rawley Mark William Myers
tt0161523,movie,Dresden Diary 3,1989,,['Adult'],9.5,['Patrick Collins'],['Bruce Seven'],Dresden Diary 3 Adult Bruce Seven Patrick Collins
tt10925174,movie,Petersburg's tram,2007,74.0,"['Documentary', 'History']",9.5,[],['Sergey Stepanov'],Petersburg's tram Documentary History Sergey Stepanov 
tt0824309,movie,Desh Devi,2002,150.0,['Drama'],9.5,['Raj Singh Verma'],['Milind Ukey'],Desh Devi Drama Milind Ukey Raj Singh Verma
tt4085610,movie,A Thousand Voices,2014,57.0,"['Documentary', 'History']",9.5,[],['David Aubrey'],A Thousand Voices Documentary History David Aubrey 
tt1651965,movie,The Rangers: Jerkin Is a Habit,2009,118.0,['Documentary'],9.5,[],['Sean Kenney'],The Rangers: Jerkin Is a Habit Documentary Sean Kenney 
tt1380860,movie,Beyond the Facade,2009,89.0,"['Mystery', 'Thriller']",9.5,"['Jamie Aduono', 'Brad Batchelor', 'French Harvey', 'Randy Jones']",['Lee Shargel'],Beyond the Facade Mystery Thriller Lee Shargel Jamie Aduono Brad Batchelor French Harvey Randy Jones
tt5119202,movie,Going Furthur,2016,96.0,"['Documentary', 'History']",9.5,['Alexander Polinsky'],"['Lindsay Kent', ""Colby Rex O'Neill"", 'Matt Pidutti']",Going Furthur Documentary History Lindsay Kent Colby Rex O'Neill Matt Pidutti Alexander Polinsky
tt5121612,movie,My Friend Violet,2016,78.0,"['Comedy', 'Drama', 'Thriller']",9.5,"['Dean Carter', 'Andy David Bowland', 'Robby DeVillez', 'Jerome Ferguson', 'Chloe Giannonatti', 'Brett Green', 'Ryan Napier']",['Matthew S. Robinson'],My Friend Violet Comedy Drama Thriller Matthew S. Robinson Dean Carter Andy David Bowland Robby DeVillez Jerome Ferguson Chloe Giannonatti Brett Green Ryan Napier
tt2527614,movie,The Day That Never Happened,2006,106.0,"['Drama', 'Thriller']",9.5,"['Sven Duteweerd', 'Alexander Jonkhart', 'Chris Kramer', 'Jan-Willem Meijerink', 'Jordy Scheurink']",['Pim Razenberg'],The Day That Never Happened Drama Thriller Pim Razenberg Sven Duteweerd Alexander Jonkhart Chris Kramer Jan-Willem Meijerink Jordy Scheurink
tt1230566,movie,The Promise of New York,2009,95.0,['Documentary'],9.5,[],['Raul Barcelona'],The Promise of New York Documentary Raul Barcelona 
tt5126076,movie,Good Intentions,2014,86.0,"['Drama', 'Romance', 'Thriller']",9.5,"['Jamie Scott Gordon', 'Neil Francis', 'Mary-Jo Hastie', 'Simon McCay', 'Robert McElwee', 'John McQuiston']",['Paul Darroch'],Good Intentions Drama Romance Thriller Paul Darroch Jamie Scott Gordon Neil Francis Mary-Jo Hastie Simon McCay Robert McElwee John McQuiston
tt2527640,movie,Westenbrink,2008,99.0,"['Action', 'Drama', 'Thriller']",9.5,"['Sven Duteweerd', 'Danny Hoekstra', 'Chris Kramer', 'Jan-Willem Meijerink', 'David Otten']",['Pim Razenberg'],Westenbrink Action Drama Thriller Pim Razenberg Sven Duteweerd Danny Hoekstra Chris Kramer Jan-Willem Meijerink David Otten
tt0808474,movie,Soul of Justice: Thelton Henderson's American Journey,2005,57.0,['Documentary'],9.5,['Carl Lumbly'],['Abby Ginzberg'],Soul of Justice: Thelton Henderson's American Journey Documentary Abby Ginzberg Carl Lumbly
tt4795772,movie,Criminal: Become Vengeance,2013,55.0,['Thriller'],9.5,"['Ian Dyck', 'Robert Grey', 'Dan Lefevbre', 'Dave Merheje', 'Andres Pozo', 'Graham Robinson', 'Stephan Selinger', 'Ryan Viegas']",['Elliot Dawson-Clark'],Criminal: Become Vengeance Thriller Elliot Dawson-Clark Ian Dyck Robert Grey Dan Lefevbre Dave Merheje Andres Pozo Graham Robinson Stephan Selinger Ryan Viegas
tt2279039,movie,Self Referential Traverse: Zeitgeist and Engagement,2011,73.0,['Comedy'],9.5,"['Ae-young Jung', 'Suk Kang']",['Sun Kim'],Self Referential Traverse: Zeitgeist and Engagement Comedy Sun Kim Ae-young Jung Suk Kang
tt14524942,movie,Metallica: Rock in Rio 2011,2011,,['Music'],9.5,,,Metallica: Rock in Rio 2011 Music  
tt6657642,movie,"Against All Odds, the Making of DEUCE of SPADES",2016,210.0,['Documentary'],9.5,"['Patrick Cyccone Jr.', 'Gene Winfield', ""Oak O'Connor"", 'Gary Miller-Youst', 'Timothy Luke', 'Luis Sinibaldi', 'Lynn Tivens', 'Blue Nelson']",['Faith Granger'],"Against All Odds, the Making of DEUCE of SPADES Documentary Faith Granger Patrick Cyccone Jr. Gene Winfield Oak O'Connor Gary Miller-Youst Timothy Luke Luis Sinibaldi Lynn Tivens Blue Nelson"
tt3774662,movie,1983 - O Ano Azul,2009,90.0,['Documentary'],9.5,[],"['Carlos Gerbase', 'Guss Mallmann']",1983 - O Ano Azul Documentary Carlos Gerbase Guss Mallmann 
tt6774100,movie,"Ginauhaw Ako, Ginagutom Ako",1977,,['Drama'],9.5,"['Bernard Bonnin', 'Cesar Araneta', 'Baltazar Dofitas', 'Dave Coloma', 'Fred Cataluña', 'Milko Cataluña']","['Leonardo Q. Belen', 'Quin Baterna']","Ginauhaw Ako, Ginagutom Ako Drama Leonardo Q. Belen Quin Baterna Bernard Bonnin Cesar Araneta Baltazar Dofitas Dave Coloma Fred Cataluña Milko Cataluña"
tt4461690,movie,Doreen Brownstone: Still Working After 90,2014,55.0,"['Biography', 'Documentary', 'History']",9.5,[],"['Angus Kohm', 'Stefanie Wiens']",Doreen Brownstone: Still Working After 90 Biography Documentary History Angus Kohm Stefanie Wiens 
tt2289060,movie,Return of the Black Queen,2012,,[],9.5,"['Brandon Blondun', 'David Hartstone', 'David Kabbes', 'Russell Dennis Lewis', 'Larry Wang Parrish']",['Logan Cross'],Return of the Black Queen  Logan Cross Brandon Blondun David Hartstone David Kabbes Russell Dennis Lewis Larry Wang Parrish
tt18382382,movie,Dosor,2012,68.0,['Drama'],9.5,"['Manos Bondyapadhay', 'Chanchal Chowdhury', 'S.M. Mohsin', 'Chan Probasi']",['Simit Ray Antor'],Dosor Drama Simit Ray Antor Manos Bondyapadhay Chanchal Chowdhury S.M. Mohsin Chan Probasi
tt5333750,movie,The Wonderful Digby,2016,82.0,['Documentary'],9.5,[],['Matthew J. Gunn'],The Wonderful Digby Documentary Matthew J. Gunn 
tt0105825,movie,Wiping the Tears of Seven Generations,1992,57.0,"['Documentary', 'History']",9.5,[],"['Fidel Moreno', 'Gary Rhine']",Wiping the Tears of Seven Generations Documentary History Fidel Moreno Gary Rhine 
tt32096387,movie,Kumbaya,2016,,['Drama'],9.5,['Chimezie Imo'],[],Kumbaya Drama  Chimezie Imo
tt1823239,movie,The Mischievous Adventures of Brody Hayes,2011,45.0,"['Adventure', 'Comedy', 'Family']",9.5,"['Josh Monis', 'Brian Kirkwood', 'Philip Spratt', 'Brandon McLemore', 'Perrin Jones', 'Blake Dang']",['Warren McLemore'],The Mischievous Adventures of Brody Hayes Adventure Comedy Family Warren McLemore Josh Monis Brian Kirkwood Philip Spratt Brandon McLemore Perrin Jones Blake Dang
